date,instrument,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,quantity,points,pnl_inr,brokerage,stt,exchange_txn_charges,sebi_charges,stamp_duty,gst,total_charges,net_pnl_inr,equity_before,equity_after,withdrawn_to_date,withdrawal_here,realized_net_to_date
2024-04-08,BANKNIFTY,LONG,2024-04-08 14:15:00+05:30,48572.7,2024-04-08 15:14:00+05:30,48603.62,PRE_CLOSE_FLATTEN,30,30.92,927.6,20.0,729.05,53.35,2.92,29.14,13.2,847.67,79.93,456797.5,456877.43,0.0,False,256877.41
2024-04-12,BANKNIFTY,SHORT,2024-04-12 12:15:00+05:30,48781.65,2024-04-12 12:17:00+05:30,48725.85,TP,30,55.8,1674.0,20.0,731.72,53.53,2.93,29.24,13.24,850.65,823.35,456877.43,457700.78,0.0,False,257700.76
2024-04-18,BANKNIFTY,LONG,2024-04-18 10:35:00+05:30,47553.6,2024-04-18 13:25:00+05:30,47681.53,EARLY_EXIT,30,127.93,3837.75,20.0,715.22,52.28,2.86,28.53,13.01,831.91,3005.84,457700.78,460706.62,0.0,False,260706.6
2024-04-19,BANKNIFTY,SHORT,2024-04-19 11:50:00+05:30,46974.44,2024-04-19 12:15:00+05:30,46964.78,EARLY_EXIT,30,9.66,289.8,20.0,704.62,51.57,2.82,28.18,12.88,820.07,-530.27,460706.62,460176.35,0.0,False,260176.33
2024-04-23,BANKNIFTY,SHORT,2024-04-23 13:00:00+05:30,48033.9,2024-04-23 13:18:00+05:30,47925.24,TP,30,108.66,3259.91,20.0,720.51,52.68,2.88,28.76,13.08,837.91,2422.0,460176.35,462598.35,0.0,False,262598.33
2024-04-23,BANKNIFTY,LONG,2024-04-23 14:15:00+05:30,47997.48,2024-04-23 15:05:00+05:30,47963.5,EARLY_EXIT,30,-33.98,-1019.25,20.0,719.45,52.68,2.88,28.8,13.08,836.9,-1856.15,462598.35,460742.2,0.0,False,260742.18
2024-05-02,BANKNIFTY,SHORT,2024-05-02 13:55:00+05:30,49286.09,2024-05-02 15:14:00+05:30,49245.18,PRE_CLOSE_FLATTEN,30,40.91,1227.15,20.0,739.29,54.09,2.96,29.55,13.34,859.22,367.93,460742.2,461110.13,0.0,False,261110.11
2024-05-06,BANKNIFTY,LONG,2024-05-06 14:40:00+05:30,48878.77,2024-05-06 15:14:00+05:30,48896.0,PRE_CLOSE_FLATTEN,30,17.23,516.9,20.0,733.44,53.68,2.93,29.33,13.26,852.64,-335.74,461110.13,460774.39,0.0,False,260774.37
2024-05-08,BANKNIFTY,SHORT,2024-05-08 11:25:00+05:30,48037.5,2024-05-08 12:15:00+05:30,48093.15,EARLY_EXIT,30,-55.65,-1669.35,20.0,720.56,52.78,2.88,28.86,13.1,838.18,-2507.53,460774.39,458266.86,0.0,False,258266.84
2024-05-08,BANKNIFTY,SHORT,2024-05-08 13:35:00+05:30,48114.58,2024-05-08 15:14:00+05:30,48021.16,PRE_CLOSE_FLATTEN,30,93.42,2802.75,20.0,721.72,52.78,2.88,28.81,13.1,839.29,1963.46,458266.86,460230.32,0.0,False,260230.3
2024-05-10,BANKNIFTY,LONG,2024-05-10 11:05:00+05:30,47641.34,2024-05-10 12:20:00+05:30,47644.35,EARLY_EXIT,30,3.01,90.3,20.0,714.67,52.31,2.86,28.58,13.02,831.44,-741.14,460230.32,459489.18,0.0,False,259489.16
2024-05-13,BANKNIFTY,SHORT,2024-05-13 13:20:00+05:30,47435.9,2024-05-13 13:31:00+05:30,47244.57,TP,30,191.33,5740.02,20.0,711.54,51.98,2.84,28.35,12.96,827.66,4912.36,459489.18,464401.54,0.0,False,264401.52
2024-05-15,BANKNIFTY,SHORT,2024-05-15 09:55:00+05:30,47910.85,2024-05-15 10:01:00+05:30,47771.8,TP,30,139.05,4171.5,20.0,718.66,52.53,2.87,28.66,13.06,835.78,3335.72,464401.54,467737.26,0.0,False,267737.24
2024-05-16,BANKNIFTY,SHORT,2024-05-16 12:25:00+05:30,47722.75,2024-05-16 13:16:00+05:30,47421.61,TP,30,301.14,9034.27,20.0,715.84,52.23,2.85,28.45,13.0,832.38,8201.89,467737.26,475939.15,0.0,False,275939.13
2024-05-24,BANKNIFTY,LONG,2024-05-24 10:20:00+05:30,48746.23,2024-05-24 14:18:00+05:30,48959.62,TP,30,213.39,6401.7,20.0,734.39,53.64,2.93,29.25,13.26,853.47,5548.23,475939.15,481487.38,0.0,False,281487.36
2024-05-28,BANKNIFTY,LONG,2024-05-28 12:50:00+05:30,49172.15,2024-05-28 13:30:00+05:30,49276.9,EARLY_EXIT,30,104.75,3142.5,20.0,739.15,54.05,2.95,29.5,13.33,858.99,2283.51,481487.38,483770.89,0.0,False,283770.87
2024-05-28,BANKNIFTY,LONG,2024-05-28 13:35:00+05:30,49207.5,2024-05-28 14:35:00+05:30,49222.3,EARLY_EXIT,30,14.8,444.0,20.0,738.33,54.04,2.95,29.52,13.33,858.18,-414.18,483770.89,483356.71,0.0,False,283356.69
2024-06-11,BANKNIFTY,LONG,2024-06-11 12:50:00+05:30,49795.98,2024-06-11 13:21:00+05:30,49928.67,TP,30,132.69,3980.7,20.0,748.93,54.75,2.99,29.88,13.45,870.0,3110.7,483356.71,486467.41,0.0,False,286467.39
2024-06-20,BANKNIFTY,SHORT,2024-06-20 09:40:00+05:30,51564.19,2024-06-20 11:00:00+05:30,51516.64,EARLY_EXIT,30,47.55,1426.5,20.0,773.46,56.59,3.09,30.91,13.79,897.84,528.66,486467.41,486996.07,0.0,False,286996.05
2024-06-21,BANKNIFTY,SHORT,2024-06-21 14:20:00+05:30,51590.8,2024-06-21 14:25:00+05:30,51329.06,TP,30,261.74,7852.25,20.0,773.86,56.5,3.09,30.8,13.77,898.02,6954.23,486996.07,493950.31,0.0,False,293950.28
2024-06-28,BANKNIFTY,SHORT,2024-06-28 14:20:00+05:30,52636.46,2024-06-28 14:42:00+05:30,52418.79,TP,30,217.67,6530.14,20.0,789.55,57.68,3.15,31.45,13.98,915.81,5614.33,493950.31,499564.64,0.0,False,299564.61
2024-07-11,BANKNIFTY,SHORT,2024-07-11 09:30:00+05:30,52208.26,2024-07-11 09:45:00+05:30,52129.3,EARLY_EXIT,30,78.96,2368.95,20.0,783.12,57.28,3.13,31.28,13.91,908.72,1460.23,499564.64,501024.87,0.0,False,301024.84
2024-07-11,BANKNIFTY,SHORT,2024-07-11 10:10:00+05:30,52289.65,2024-07-11 10:12:00+05:30,52241.5,TP,30,48.15,1444.5,20.0,784.34,57.39,3.14,31.34,13.93,910.14,534.36,501024.87,501559.23,0.0,False,301559.2
2024-07-24,BANKNIFTY,LONG,2024-07-24 09:50:00+05:30,51600.82,2024-07-24 10:25:00+05:30,51701.35,EARLY_EXIT,30,100.53,3015.9,20.0,775.52,56.71,3.1,30.96,13.81,900.1,2115.8,501559.23,503675.03,0.0,False,303675.0
2024-07-30,BANKNIFTY,SHORT,2024-07-30 09:45:00+05:30,51552.83,2024-07-30 09:48:00+05:30,51406.67,TP,30,146.16,4384.8,20.0,773.29,56.52,3.09,30.84,13.77,897.52,3487.28,503675.03,507162.31,0.0,False,307162.28
2024-07-30,BANKNIFTY,SHORT,2024-07-30 09:55:00+05:30,51469.68,2024-07-30 10:25:00+05:30,51542.94,EARLY_EXIT,30,-73.26,-2197.65,20.0,772.05,56.55,3.09,30.93,13.78,896.39,-3094.04,507162.31,504068.27,0.0,False,304068.24
2024-08-14,BANKNIFTY,SHORT,2024-08-14 14:20:00+05:30,49737.17,2024-08-14 15:14:00+05:30,49705.57,PRE_CLOSE_FLATTEN,30,31.6,948.0,20.0,746.06,54.59,2.98,29.82,13.43,866.89,81.11,504068.27,504149.38,0.0,False,304149.35
2024-08-19,BANKNIFTY,LONG,2024-08-19 10:35:00+05:30,50447.51,2024-08-19 10:45:00+05:30,50437.76,EARLY_EXIT,30,-9.76,-292.8,20.0,756.57,55.39,3.03,30.27,13.57,878.82,-1171.62,504149.38,502977.76,0.0,False,302977.73
2024-08-19,BANKNIFTY,LONG,2024-08-19 11:15:00+05:30,50450.61,2024-08-19 12:10:00+05:30,50407.32,EARLY_EXIT,30,-43.29,-1298.85,20.0,756.11,55.37,3.03,30.27,13.57,878.34,-2177.19,502977.76,500800.57,0.0,False,300800.54
